Language,English,Afrikaans,Amharic,Arabic,Belarusian,Bengali,Bulgarian,Burmese,Catalan,Khmer,Chinese,Croatian,Czech,Danish,Dutch,Estonian,Finnish,French,Georgian,German,Greek,Hausa,Hebrew,Hindi,Hungarian,Icelandic,Indonesian,Irish,Italian,Kazakh,Korean,Kurdish,Latvian,Latin,Lithuanian,Macedonian,Malagasy,Malay,Malayalam,Marathi,Norwegian,Persian,Polish,Portuguese,Romanian,Russian,Serbian,Sindhi,Sinhala,Spanish,Swahili,Swedish,Tamil,Telugu,Thai,Turkish,Ukrainian,Urdu,Uzbek,Vietnamese
Korean,0.8395150188740825,0.7655594442637337,0.5787387231342366,0.850705425128692,0.6992312565575516,0.8510307937115849,0.8621780758147173,0.5163564353139481,0.815640496409458,0.560737291604146,0.8723911487367567,0.8601201436684766,0.8554437398342563,0.8581619809293557,0.8471035468224271,0.8542071888050371,0.858172402899712,0.7944329041108977,0.6170762475329833,0.857647704758246,0.8342364864144318,0.4230558109579375,0.8533144083243431,0.8345057603528379,0.8475342272459817,0.8535048333943641,0.8702561751580715,0.4471326653180045,0.8265390443649295,0.5328989756840702,1.0,0.4970754311593039,0.8553600998663704,0.6280558325184304,0.8569123698443402,0.8689055226273669,0.7626681428205713,0.8656906430190573,0.8027949707607889,0.7788211334581373,0.8554801048690243,0.8580672789629553,0.8562514317671531,0.8498992243936254,0.8471069597236353,0.8653833366841697,0.8386039531839832,0.4352344735631444,0.8380540027116623,0.8428163783536037,0.6609635703621608,0.8552285515617309,0.6491008432095176,0.7114400234938364,0.8578612587526906,0.8502233550719268,0.867765513969395,0.7606278010966271,0.4485435987925681,0.8689071628407942
Kurdish,0.46950220753039834,0.5297038476301316,0.5734051112155645,0.48026630945338894,0.603213540332546,0.5053865715371235,0.48842687467198526,0.5979425812448023,0.4953352614602862,0.6097184059476316,0.4876156957495181,0.4871276790321343,0.49627598538334466,0.4824263341802637,0.48946820640307237,0.4954318069671182,0.48566164328891726,0.48726521527034433,0.6049756276148617,0.48201198297325626,0.4914098077434037,0.5147623443666072,0.47946891299141664,0.4945825388743731,0.4930893092526095,0.4914862043519129,0.4943288642087675,0.6307317006267705,0.4949635721251679,0.6240179689743157,0.4970754311593039,1.0,0.497760377050747,0.5904924427021326,0.49356379264992406,0.4910527744025331,0.5032528107310393,0.49713618868559306,0.5125326124592133,0.5164153354859854,0.4846164026673587,0.5063604131887761,0.4909393221553209,0.4812406140235547,0.48500948961954843,0.4898858351214714,0.5033873446120612,0.38120691968032916,0.514171783602191,0.4824631240076045,0.48969348282008646,0.4831461993054851,0.48631896997884794,0.5397341029016619,0.4989224238979204,0.47516008546690985,0.4985328608510311,0.502004180384981,0.5835424260453766,0.4997286780865407
Latvian,0.8572128289625921,0.7775384014922819,0.5753455202480666,0.8619114936248958,0.7067784820316096,0.84130738231328,0.8849841480463158,0.5077351728134571,0.8349242391940582,0.5597986582230854,0.8594941454279423,0.8877609630450594,0.8882663375416568,0.8785839804467827,0.8614109251678321,0.8829113418913033,0.8793638553857909,0.8077340087548486,0.6187014859820212,0.8755796241173822,0.8569031228668083,0.42258712586757574,0.8690961171733995,0.8186836551252058,0.870656837218762,0.8627117060853644,0.8680545308629616,0.45225046714894646,0.8495636778992073,0.5390871383726221,0.8553600998663704,0.497760377050747,1.0,0.6420833722602264,0.9028336841170428,0.8931396082393103,0.7609466656299065,0.8645132276282184,0.7867001258412502,0.7648521672447199,0.8756475029168042,0.8535301017963108,0.8796623567877004,0.86456225028679,0.8724539686708832,0.8898703881644892,0.8649392524702578,0.43670981402044895,0.8219647593894552,0.8620013860264738,0.6734928310861072,0.8759676524725449,0.6363907527476866,0.6983604432894828,0.8477406619009844,0.8435455467172271,0.8870052158615017,0.7545359256023252,0.4535487341090592,0.8580365676237964
Latin,0.6315939940703215,0.6370196498191081,0.5807861157567662,0.6344937250959092,0.6422802456303317,0.6326525437803923,0.6379935561078068,0.5262296718028562,0.6309126891900358,0.5667141163501839,0.6261521089499267,0.6456833380104537,0.6489384838767984,0.6316109444407907,0.6329225418905977,0.640776795366079,0.637474030390061,0.6154726602947438,0.5931019401491604,0.6294799558604796,0.6418306464777435,0.4700804587984208,0.6333962727939946,0.6110863993350241,0.6456919033210294,0.6298811847550552,0.6356863480699527,0.575766843913031,0.6338835715791954,0.5592728343690384,0.6280558325184304,0.5904924427021326,0.6420833722602264,1.0,0.6410171285467449,0.6415204466973213,0.6139844145565657,0.6363512785935891,0.6046808352244346,0.6118989935361704,0.6327902362797949,0.6403935929650574,0.6445322940674607,0.6338851688152723,0.637695438371229,0.6317241162332186,0.6494834295121159,0.4102508658509263,0.6289066304759678,0.6347708814736324,0.57239158397894,0.6313356383287464,0.53157775326775,0.6000546014889931,0.6275452408113488,0.6272268911068041,0.6399801422601319,0.6016440248144396,0.5366981980184925,0.6268515979645408
Lithuanian,0.8560570846541902,0.7761892851974733,0.5714335615070695,0.8643239872879417,0.701288235172916,0.8407519303036329,0.8945000430168415,0.5069263071738482,0.8345380677159695,0.554913539680552,0.8606019673789765,0.8954988060445406,0.8996410383256372,0.8809004201387733,0.8653673768956746,0.8927163251938951,0.8833314592786272,0.8150966632091992,0.6188732631933272,0.881823334966598,0.8633253542878002,0.4195015974380896,0.8732358596507769,0.8179805960654717,0.883495893563422,0.8619374053036243,0.8735509078325697,0.4421524275350861,0.8524575616651093,0.5389702159516443,0.8569123698443402,0.49356379264992406,0.9028336841170428,0.6410171285467449,1.0,0.8959795749687735,0.7617147192130115,0.8668759008907668,0.7806739862665465,0.7665979416303691,0.8766912835683484,0.8599014384740475,0.8887067374026263,0.8702170522613641,0.8787504362690792,0.8976530181175675,0.8634796090169001,0.43316448152731124,0.8241408289944053,0.8682195912189173,0.6698035447925852,0.8759052694152539,0.6268399913874835,0.6890819285557735,0.8486192154566535,0.8559389350806325,0.895016368530491,0.7520918322222953,0.4475015940265648,0.8605855848648336
Macedonian,0.8885175108976887,0.7942657426030132,0.5686933776264089,0.8911938334837919,0.7085039657381261,0.8586269934216149,0.9339075790438023,0.49716778426842084,0.8671181151050205,0.5510869685995337,0.8756130391421922,0.923008098760411,0.9072850097517834,0.9145895309498728,0.8882389938755292,0.8994443784442516,0.9039699967983491,0.839629373705829,0.6088737181938088,0.8952724193348506,0.8880792426837444,0.4180061965917286,0.9057048315151117,0.837367139406591,0.8919978355205092,0.8964395745293083,0.9025521709039863,0.45260736509058325,0.8779278540751413,0.5248588695946741,0.8689055226273669,0.4910527744025331,0.8931396082393103,0.6415204466973213,0.8959795749687735,1.0,0.7731774806802637,0.8988201312918019,0.7999666620032877,0.7744502537903284,0.9117646425016404,0.8791687053230709,0.9061617091482586,0.8986563167751304,0.9112738256142822,0.9085912433139427,0.9076854383862341,0.4347232023724918,0.8392527490217015,0.9013204910444733,0.6717373571400792,0.9124152953275286,0.6384809042163404,0.6970458668865556,0.8747947968219085,0.8650414316343764,0.901036686676783,0.7620946321210049,0.4519820990139614,0.8899555854451588
Malagasy,0.7748060660288454,0.7359070504027527,0.5795794348112446,0.7689870974867625,0.6606499995097362,0.7766279264677585,0.7686969974139635,0.535421303280835,0.7556380358196929,0.5616206231492561,0.7695926879514653,0.7626948629176223,0.7695747570296626,0.7650368882731553,0.7630001339531163,0.7650717577958731,0.761431683050219,0.7427912925140199,0.5969039266906792,0.7649928464215194,0.7584887149232152,0.4284374124443402,0.7671539255559603,0.7501715997205579,0.7632031322431194,0.7613852957718932,0.7805845992436676,0.4789133723429093,0.7507848284146934,0.5317093763088215,0.7626681428205713,0.5032528107310393,0.7609466656299065,0.6139844145565657,0.7617147192130115,0.7731774806802637,1.0,0.7813181778917065,0.7288425518261049,0.7217014406028243,0.7603852739749862,0.7722156269514536,0.757924326268395,0.7645186385212759,0.7646287213222475,0.769430093486784,0.754904666388627,0.42328974373439526,0.7580457417857428,0.7719303228040262,0.6574063862556336,0.7667152340190657,0.6094771755814566,0.6746793713687037,0.7609687090211105,0.7539537846751726,0.7715990690790722,0.7106871905446138,0.47646954365049465,0.7700426503674143
Malay,0.875706142739719,0.7858939012642402,0.568332790906775,0.8846090696191158,0.6990261255531866,0.8519020102139501,0.8857680603691709,0.5013890364561743,0.8464290052890078,0.5671807216264811,0.8750701240150179,0.8845006083768598,0.8731240409039563,0.8878550751513479,0.8595089014776195,0.8730716328952675,0.8841961542281644,0.8247340141610024,0.6051608758665575,0.8729454815714378,0.8670866303359953,0.42733224731681185,0.8865156544580571,0.8358500800806107,0.8654117565584969,0.8786764364612005,0.9437129931262596,0.4556949463083763,0.8544783940399341,0.526464229928101,0.8656906430190573,0.49713618868559306,0.8645132276282184,0.6363512785935891,0.8668759008907668,0.8988201312918019,0.7813181778917065,1.0,0.7968668888636441,0.772276669824026,0.8852894541039221,0.8672287097390701,0.8759385486929995,0.8802273822549453,0.8888044282946177,0.8774074974581987,0.8607682953470843,0.4375426429940938,0.8422870457645036,0.8811430220027318,0.677104349310982,0.8852741708851624,0.6429848824277679,0.7074963055772127,0.8795812874946123,0.8477312890167968,0.8785632723399068,0.7610935144182959,0.44885219008230204,0.8982917795239103
Malayalam,0.776828042513852,0.7458620345239185,0.5945683188657338,0.7874362754918378,0.6956063047460189,0.8254272256159009,0.7938539283162881,0.5747187499336491,0.7668613692546579,0.60960413146199,0.7999436357029517,0.7897231057057169,0.7834407007385182,0.8020365685081424,0.7959517546728576,0.786739383121879,0.7823830599873108,0.7493348955617357,0.6241250446903628,0.8022359592026792,0.7798476351404231,0.43748744363635195,0.782170827182759,0.8119758434388981,0.783754912386172,0.796912432813504,0.7994375535314754,0.46888822908109323,0.7734020977412888,0.5450639057700294,0.8027949707607889,0.5125326124592133,0.7867001258412502,0.6046808352244346,0.7806739862665465,0.7999666620032877,0.7288425518261049,0.7968668888636441,1.0,0.7827678257061449,0.7982138150512678,0.8122932523645372,0.7819807574199544,0.7868470161380352,0.7895145399993118,0.7962775880871642,0.7800694315734809,0.44240493839548345,0.8272638499623348,0.783813015844176,0.6296134200358867,0.7972471103324605,0.715482795603749,0.7452000764733078,0.8005595516765466,0.7644546071387385,0.8011420826895139,0.7616220033558843,0.4665577879038645,0.8180680179570092
Marathi,0.7836293305643006,0.7198266606400822,0.5816733155659848,0.7691823002877802,0.6859200393473857,0.8044811484014849,0.768735595060018,0.5368641983977169,0.7466671927875943,0.5825795754182641,0.7825334032755432,0.7680118882658818,0.7692903931105052,0.7685247893413342,0.762127915733106,0.7657421727865479,0.764099474607179,0.7298979944829059,0.6317916760239026,0.77818959489008,0.7563571937380945,0.43611628254796364,0.7720505636848121,0.817064066131866,0.7658814347440113,0.7704027810634919,0.7716639864592045,0.4641267317364268,0.7570119560664152,0.5485146634136142,0.7788211334581373,0.5164153354859854,0.7648521672447199,0.6118989935361704,0.7665979416303691,0.7744502537903284,0.7217014406028243,0.772276669824026,0.7827678257061449,1.0,0.7653443271797409,0.7856819227487469,0.7637897304544513,0.769127084275568,0.767122345578142,0.7801817961089729,0.7644074636262017,0.4385546105029976,0.7798926139835519,0.7663084823115347,0.6323917834494692,0.7677870130566784,0.6579782172705245,0.7246501683721297,0.7651597492256978,0.7632598422855658,0.7819890282506969,0.7470963800062882,0.46332465829874386,0.7730859438111731
